puzzle_id,initial_fen,moves,rating,source_game_key
02xQE,8/8/3p1k2/R2P4/1pPK4/2r5/8/8 b - - 2 47,f6f5 a5a6 c3c1 a6d6 b4b3 d6b6,2446,e3V6EWHk
02yau,3r1knr/p4ppp/8/1p1NPb2/2Pn4/P7/1P3PPP/2RK1BNR w - - 0 16,g1f3 d4f3 g2f3 b5c4 f1c4 g8e7 d1e2 e7d5 c4d5 d8d5,2466,cbUv6ClT
02ynC,8/5ppk/7p/1p6/7q/1PQp3R/5PPK/4r3 b - - 3 48,h4d8 c3e1 d3d2 e1d1 d8c7 h3g3 c7c1 d1g4,2697,csfn7Rwp
02zji,8/1p6/2p2k2/8/p4P2/P7/1P2K3/8 w - - 1 50,e2e3 f6f5 e3d4 f5f4,2164,mjwuc29j
030Zf,8/pp3pp1/4k3/1P2q1P1/P1R1P1Pp/5Q1P/2PrnB2/6K1 w - - 9 39,g1f1 e5a1 f1g2 e2g3 f3f5 g3f5,2478,n0YS2coM
031po,r1b1kb1r/ppp1qppp/2P5/8/6n1/2N2p2/PP3KPP/R1BQ1BNR w kq - 3 10,f2f3 e7f6 c1f4 g4e5,2315,i4AuYirN
033VR,6k1/p4pp1/2p5/8/PPQ4p/5r1q/3r2P1/3B2RK w - - 0 34,g2h3 f3h3,913,eu8A0mk7
033rw,2r5/7p/p2Rp1pk/8/P3PP2/6P1/1qr4P/3RQ1K1 w - - 3 33,f4f5 c2g2 g1f1 c8c2 d1d2 c2d2,2447,RyhBtV5M
033uv,4r1k1/1p3ppp/p1n2bb1/2P5/1PQp1q2/PB3N1P/1BP2PP1/R5K1 w - - 4 21,c2c3 c6e5 f3e5 f6e5 g2g3 f4d2,2466,MWdbpcCH
034T9,r2q1rk1/ppp2ppp/1bn1b3/3n4/2BP4/2N2N2/PP3PPP/R1BQR1K1 w - - 5 11,d1b3 c6a5 c4d5 a5b3,1617,L6pi3rQw
035YV,r1bk3r/1p3ppp/p7/2b5/P7/4Bp2/1P3PPP/R3KB1R b KQ - 1 14,h8e8 e1c1 c8d7 e3c5,1938,bNjyg35w
036pl,2r4r/3b1k2/2p2b2/1p1q2p1/1P1PN3/P1QBPpP1/1B5P/2R3K1 w - - 3 41,e4f6 f3f2 g1f2 h8h2,1525,MgiMmBmO
037Xe,3R4/p3rp1k/1p1Q3p/4p3/2q5/P5P1/5P1K/8 b - - 1 44,c4c5 d6f6 c5f2 f6f2,1928,cm3EMWdm
037kN,8/8/8/5k1p/5Pp1/3K2P1/8/8 w - - 0 65,d3d4 h5h4 g3h4 g4g3 d4e3 f5g4 f4f5 g4h3,2669,1sPMEwkn
039e3,5r1k/b5p1/2p4p/p1P3N1/4R3/6P1/PP5P/7K w - - 5 36,e4f4 f8f4 g3f4 h6g5,1415,QIQnXBRu
03AHv,2kr3r/1ppbnp1p/p3q2p/b2pP3/3P2PN/PBNQ3P/1P3P2/2KR3R w - - 2 19,c3e4 d5e4 b3e6 e4d3,1851,DNvNe1JV
03CIU,8/6pp/1Q2p1k1/2p5/P3n3/1P2PK1P/5qP1/4N3 w - - 0 35,f3e4 f2f5,1050,FsnpLoMm
03DFT,8/p4p2/4p3/p2pPk2/P4P1p/1P2PK2/6P1/8 b - - 0 35,f7f6 e5f6 f5f6 f3g4 e6e5 g4h4,2228,c4M0z1zu
03Dpd,1qkr3r/1p3pR1/2p5/Q2p4/7p/5P2/P1B5/1K6 b - - 0 28,h4h3 c2f5 d8d7 g7f7 b8d6 f7d7 d6d7 f5d7 c8d7 a5c3,2651,QjmqTQZC
03EI3,3r4/6pp/2p1k3/ppP5/6P1/7P/1P6/4R1K1 b - - 1 32,e6d5 e1d1 d5c5 d1d8,862,FxsIzYzO
03FGq,3rr1k1/5ppp/p2q1n2/8/1N6/1P1R1QP1/Pb3P1P/3R2K1 b - - 0 25,d6e7 b4c6 e7e1 d1e1,1773,BgTwpXJh
03FZ5,8/8/3k1np1/p4p2/1pBP1Pp1/1P2K1P1/7P/8 b - - 1 45,f6d5 c4d5 d6d5 e3d3 d5d6 d3c4 d6c6 d4d5,1096,aIAd9tS2
03I6Q,2r2rk1/1p3ppp/pqn1b3/2bpPp2/3N1P2/2P1BN2/P5PP/1R1Q1R1K b - - 8 17,b6c7 d4e6 f7e6 e3c5,1150,MCU0LaJS
03LTE,3k1nr1/p3b3/3p3Q/4q3/2R5/6P1/5PP1/3R2K1 b - - 0 26,g8h8 h6c1 d8e8 d1e1,2388,SEcuUnbb
03MCw,r4rk1/1b3pp1/2n1p3/q2pPP1p/p1pP2nN/P1P3P1/2BNQ1P1/R4RK1 w - - 1 20,e2f3 c6d4 c3d4 a5d2,1501,6yN5AKHy
03NHo,8/6p1/5p1p/4n3/6kP/1R4P1/2PK4/8 w - - 5 43,b3e3 e5c4 d2e2 c4e3 e2e3 g4g3,1019,L9JW25Vd
03NIM,r1b1r2k/pp2q3/2pp1NpP/6PQ/1bP5/7N/P2P2P1/R2K1R2 w - - 0 21,h5g6 e7e2 d1c2 e2c4 c2b2 b4c3 d2c3 e8e2,2655,88MQXu8t
03Nj1,5bk1/5p2/2q1p1p1/1pP1P2p/1PpQN1bP/4B1P1/3K1P2/8 b - - 19 58,g4f5 e4f6 g8g7 d4d8,2326,PCUi9Lha
03Qun,5q1k/p6p/1p2Qp2/5Pp1/3N2P1/P3P1KP/1Pr5/8 b - - 6 34,f8b8 g3f3 b8b7 e3e4 c2c8 e6f6,1703,LDrxwNi7
03RKX,Q2k3r/5ppp/4p3/4Pn2/5P2/p1P5/R2P2PP/1r3qNK b - - 2 25,d8e7 a8a3 e7d7 a3a7 d7c6 a2a6 f1a6 a7a6,2116,O1CreJeX
03RyW,2q2rk1/4bppp/8/1p2p3/3pP1b1/1B1P1N2/1P1BQPK1/5R2 w - - 2 22,f1c1 g4h3 g2h2 c8g4 c1g1 g4h5,1688,ijlEZ7Eq
03SLJ,7k/4RN1P/1r6/6K1/8/8/8/1q6 b - - 1 56,h8g7 h7h8q,1688,l7BvBZgT
03SUf,r2q3r/pp2kpp1/2n1pb2/3p4/3n2Q1/2NB4/PPPB1PPP/3RR1K1 b - - 6 19,f6e5 e1e5 c6e5 g4d4,1933,V6XSIpyo
03Sst,r3nrk1/pp1b2p1/4p2p/3p4/8/1NPB4/PP3qPP/R2QR2K b - - 1 17,d7c6 e1f1 f2h4 d3h7 g8h7 f1f8,1892,cBmqn7VL
03TNb,5k1r/pN3p2/2n1pQp1/3p2Pq/3P4/2P1K2r/PP3P2/R4R2 w - - 7 29,e3d2 h3f3 f1h1 f3f6 h1h5 f6f2,1881,EMVfvTig
03U5L,r1b1k2N/pppp2pp/2n5/3Qp3/2B5/8/PPP4P/RNB1q1Kn w q - 2 12,c4f1 e1f2 g1h1 f2f1,1038,tOC3tDyq
03UCL,2r2rk1/5p2/6P1/5b2/3q4/B4Q2/8/K5RR w - - 0 33,a3b2 c8a8 f3a8 f8a8,1201,9Y2yoTS4
03UYH,1Q6/5pk1/p4p2/PN1p4/2q2P2/4P3/6PK/8 b - - 0 38,c4b5 b8b5 a6b5 a5a6,868,K0ebxbdF
03VKL,8/2k5/p4pp1/4p1p1/KP2P3/5PPP/8/8 b - - 4 50,c7c6 a4a5 c6b7 b4b5,1879,ySbqZ59Z
03WcF,8/8/8/1k4p1/2q5/2Q5/2K5/8 w - - 20 62,c3c4 b5c4 c2d2 c4d4 d2e2 d4e4,1328,vzwyuexo
03Wfh,8/1B6/5n1p/1P2k3/4p1p1/4K2P/8/8 w - - 0 47,b7e4 f6e4 b5b6 e4d6 h3g4 d6c4 e3f3 c4b6 f3g3 e5f6 g3h4 f6g6,2340,F5fmO1FH
03Ws6,8/2k1N3/8/2Pp1p1p/3P1P1P/8/1pK5/2b5 b - - 1 56,c1e3 e7d5 c7c6 d5e3 b2b1q c2b1,830,6afMgPlg
03YGA,4rrk1/pq3pp1/2pQ3p/1pP1N2n/3N2bP/PB1P4/1P4P1/R6K b - - 2 28,e8d8 e5f7 b7f7 b3f7,2262,6aJbCBCn
03YJr,r1bqr1k1/1p1n1p2/p1n1p2Q/2bpP2P/6P1/2NB1N2/PPP2P2/R4RK1 b - - 0 15,c5f8 h6h7,820,Q8BzxLGQ
03YnY,8/2R5/8/7P/3K4/pr4P1/1k3P2/8 w - - 0 42,h5h6 a3a2 c7a7 b3a3 a7a3 b2a3,1462,Hip4qe0X
03ZGI,3r1k2/pb2rpq1/4p3/1P1n4/4B3/Q7/5PPP/3RR1K1 b - - 2 30,d5f4 d1d8,913,0KFOdJqB
03a1M,r5k1/ppp1Qppp/1q4b1/6r1/2P2R2/2P1P2P/PB3PP1/1R4K1 b - - 8 22,g6b1 e7f7 g8h8 f7f8 a8f8 f4f8,992,NdkBNtie
03dR1,5rk1/1p3Npp/p1nr4/2p5/8/4R3/PP4PP/5R1K b - - 0 23,f8f7 e3e8 f7f8 f1f8,826,jaTAh31G
03dZo,7r/1b2kppp/1Nn1pn2/6q1/3p4/2PB4/P4PPP/R2QR1K1 w - - 0 20,d1c2 c6e5 d3e4 f6e4,2788,Vh90oUvN
03ffj,r1bqk2r/p2n1ppp/1p1bpn2/3pN3/3P4/2P3B1/PP1N1PPP/R2QKB1R b KQkq - 1 9,d7e5 d4e5 d6e5 g3e5,1311,Grv4QvoS
03j6r,3r3k/2b3p1/8/5p2/2N4p/4B1P1/PP2p2P/R5K1 w - - 0 35,g1f2 d8d1 f2e2 d1a1,1902,AzcOE3mv
03lrx,3rrk2/R4pp1/1p5p/1Np5/2P5/2Pn4/2Q3PP/3RqK2 w - - 2 30,d1e1 e8e1,872,xMfh1B4T
03mRM,2kr3r/pp4R1/3qp2p/2p3n1/P1BPNnp1/2P5/1P4P1/R3Q1K1 b - - 1 25,f4h3 g2h3 g5f3 g1f1,2159,OQRoUsNy
03mei,r1bk3r/ppp2ppp/8/8/8/4P1P1/PP1P1bBP/R1Bn1K1R b - - 0 11,h8e8 f1e2 c8g4 g2f3,1195,7JbUaK6r
03o9E,5k2/5p1R/1p2p2p/p1p2nP1/P1P1KP2/1P6/8/8 w - - 0 44,h7h6 f5h6 g5h6 f7f6 h6h7 f8g7 h7h8q g7h8,1986,1KQvlIDf
03pES,r1b2qk1/p4Bpp/1pp2p2/8/3P1b2/1QP2N1P/PP3PP1/4R1K1 b - - 0 18,f8f7 e1e8,1037,VCFyh5Z7
03pN4,r2qr1k1/pp3ppp/8/3p4/6n1/2PQP1PN/PP5P/RN2K2R w KQ - 1 18,h3f4 e8e3 d3e3 g4e3,1000,ItgkxfGY
03pfK,1r3rk1/5ppp/p1bp4/q2Np1b1/4P3/6Q1/PPP2PPP/R5KR b - - 10 18,g5h6 d5e7 g8h8 e7c6 a5a4 c6b8,1273,PJJzNWet
03r4O,6k1/7p/4p1p1/6P1/5R1P/4rp1B/PP5K/3r4 b - - 1 45,e6e5 h3e6 g8g7 f4f7,934,zGMjoz2r
03rAq,8/8/4p3/1pPp1k1p/p1p4P/P1P1PK2/1P6/8 b - - 0 41,e6e5 e3e4 d5e4 f3e3,2058,ZMLRwcwx
03rS2,r4rk1/pp2bppp/1qn1pn2/3pN3/2pP1Bb1/2P1P3/PP1NBPPP/R1Q1R1K1 b - - 5 11,c6e5 d4e5 g4e2 e5f6 e7f6 e1e2,1727,Nv92uT6X
03wBp,8/p4k1p/6p1/2p5/3b1p2/1P1K1P2/P1p3PP/2B5 b - - 1 37,d4e3 c1e3 f4e3 d3c2 e3e2 c2d2 e2e1n d2e1,2067,TdUPsAsb
03wIq,8/1p6/7p/PPk5/5p2/8/6KP/8 w - - 0 46,b5b6 c5b5 g2f3 b5a5 f3f4 a5b6,1102,3zRoDTil
03wTh,R3r3/1ppk4/3pr2p/1q2bQp1/8/7P/PP1B1PP1/2R3K1 w - - 15 34,a8e8 e5h2 g1h2 b5f5,1080,NvcOIaFH
03wfZ,8/RP3pk1/6p1/2P5/1rP5/7p/K7/8 w - - 1 42,a2a3 b4b1 a3a2 h3h2 a2b1 h2h1q,2210,u8LvXPDV
03xrP,8/5p2/4bKpk/5P2/1R6/8/8/8 b - - 0 46,e6f5 b4h4,805,JrkUiz0T
03yA0,r3kb1r/ppp2ppp/2n1pn2/7q/3P2b1/2N2N1P/PPP1BPP1/R1BQK2R w KQkq - 0 8,c1g5 g4f3 g5f6 f3e2 d1e2 h5e2,1471,Ok7P1lNc
03yGi,2r1kb1r/pp2pppp/2n2n2/1P6/2Q5/B4B2/2PP1PPP/1q3RK1 b k - 2 13,b1f1 g1f1 e7e6 b5c6,2184,qXG6KlIW
03zQT,B4rk1/2ppqppp/8/p1p5/Q7/2b5/PPP2PPP/R1B2bK1 w - - 0 15,b2c3 e7e1 c1b2 f8e8 a1e1 e8e1 f2f3 f1b5 g1f2 e1f1 f2e3 b5a4,2398,VB4z1NNn
03zaB,rn6/1ppk2b1/p2p2p1/3P1rB1/3qQ2p/P1N5/1PP3PP/R4RK1 w - - 4 22,e4d4 g7d4 g1h1 f5g5,1605,PZFltXdy
040mV,2r3k1/p1r1q3/1p2p1pQ/3bPpN1/8/3n3P/PPB2PP1/2R1R1K1 w - f6 0 25,h6g6 e7g7 g6g7 g8g7 c2d3 c7c1,1785,TROIid0M
041sJ,r3k2r/pb3p2/1p2p3/2q1n3/3pNQB1/6P1/PP5P/R4RK1 b kq - 3 26,c5c2 e4d6 e8d7 f1f2 h8h2 f2h2 a8h8 h2c2,2698,yMlrwtcJ
042a4,8/R7/6k1/1P5p/2np4/P6r/4KP2/8 b - - 0 36,h3a3 a7a3 c4a3 b5b6 a3c4 b6b7 c4e5 b7b8q,1345,pYXQ1UfG
042mn,2b2rk1/3n2nR/p3p1B1/3pP3/3p1PP1/2q3N1/4K3/7Q b - - 6 36,c3e3 e2d1 e3b3 g6c2 b3c2 d1c2,1963,QXALNuyl
042tk,7k/pp2Q2p/7P/5p2/8/1P4q1/P2p4/3R2K1 w - - 0 35,g1f1 g3f3 f1g1 f3d1 g1f2 d1e1,1825,W9P8nuKa
043aO,4r1kb/Q6p/2p1p3/4nppN/1q6/2N1P3/Pr3PPP/2R2RK1 b - - 5 23,e5d3 a7d7 g8f8 d7d3,2096,R8ShMdhl
045BS,8/8/2p3kp/1pPp1pp1/p2P1PP1/P4K1P/1P6/8 b - - 5 40,h6h5 g4h5 g6h5 f4g5,2257,i5nTil2v
045SN,8/8/1p1k4/2p1p3/P1B1K3/5P2/P7/4n3 w - - 4 53,c4d3 e1d3 e4d3 d6d5 d3c3 c5c4,1564,khlRET1G
046Zg,8/6p1/7p/8/8/2kppN1P/6P1/3K4 w - - 2 52,f3e5 e3e2 d1e1 d3d2 e1e2 c3c2,1284,J6Fy6WuE
046aK,8/R7/3K1bk1/p3r3/4P1B1/8/P6p/8 w - - 0 54,g4f5 e5f5 e4f5 g6h6,2170,Oq1PDV01
04Ciw,8/pp1R2pp/2n2p2/2k5/5P2/1B5P/Pr4P1/6K1 b - - 2 30,c6d4 d7d5 c5c6 d5d4,1440,k33u1ocL
04CuG,8/8/8/7K/6P1/8/1r1kp3/7R w - - 0 66,h1h2 d2e3 h2h3 e3f4 h3h1 b2b5,2601,4m5SXFrL
04EKu,8/1p3k2/p2p1np1/3P4/1P2BP2/4K3/P7/8 w - - 4 38,e3f3 f6e4 f3e4 f7f6,1032,Qu5MrW3P
04F9F,2r5/4p2k/p3P1pp/2pPQp2/1p6/8/qP4PP/2KR3R w - - 0 28,h2h4 c5c4 c1d2 c4c3 d2e2 c3b2 d1d2 b2b1q h1b1 a2b1,2738,ApSN8sJ1
04FET,2R5/8/7P/p2k4/5K2/3b2P1/P1p2P2/8 w - - 1 47,g3g4 d3c4 f4g5 c2c1q,1460,ztTN5MMI
04H0e,4r1k1/pp2qppp/2p5/2bN3P/3Q2n1/1P2P3/1P1K2P1/R3R3 b - - 0 23,c5d4 d5e7 e8e7 e3d4,1178,KElX8Mzr
04Kar,2r3k1/5p1p/1qP1p1p1/3pP3/Pr3P2/R1Q4P/6P1/2R3K1 w - - 3 27,c3c5 c8c6 c5b6 c6c1,1843,U97ofx5d
04LbM,r4rk1/2R3pp/p3pp2/1p1q2n1/3P4/3NP1P1/PP3P1P/3Q1RK1 w - - 2 18,c7c5 g5h3,1296,r90uPvmZ
04Muh,r3k1nr/1pp1bppp/p1n1p1q1/4P2b/P2P4/2N1BN2/1P2BPPP/R2Q1RK1 w kq - 3 13,e2d3 h5f3 d3g6 f3d1 g6f7 e8f7,1283,1XAGdFhE
04OIv,3q2k1/pb1p2p1/1p1Pp1B1/2b2P2/2P4p/6PK/7P/4RR2 b - - 0 37,d8f6 f5e6 f6g6 e6d7 g6d6 e1e8 g8h7 d7d8q d6d8 e8d8,2025,OUtjE8wm
04PRG,r1b1r1k1/1p2bp2/p1qp1n1Q/4p3/4PP2/2NB4/PPP3PP/R4RK1 b - - 0 16,d6d5 e4d5 c6b6 g1h1,1919,rvJwwhE4
04RrQ,4q1r1/2p4k/3p3p/PP3r2/2PQ2n1/2P3B1/4pPP1/R1R3K1 w - - 2 28,a5a6 g4f2 g3f2 e8a8 d4d5 f5d5,2577,XT7AAHl4
04S2V,rn4k1/p1p3pp/1p1pp2r/5p1q/2PP4/B1PBPK2/P2Q1P1P/6RR w - - 7 17,f3g2 h5h3,1602,ocN7Mun5
04SXy,8/R4pp1/pr6/7k/5K1P/5P2/8/8 w - - 0 44,a7f7 b6f6 f7f6 g7f6 f4f5 a6a5,1515,XkHgsVU7
04TgC,8/1pp5/pb5p/4Qk2/3P4/P1P3P1/1q5P/6K1 b - - 6 36,f5g4 e5f4 g4h5 f4f5,1859,gMzPhoZy
04U8S,3r2k1/1bq2r1p/1p2Q1p1/1P6/6N1/5P2/7P/2R2R1K b - - 2 34,c7e7 g4h6 g8g7 e6f7 e7f7 h6f7,1592,t8RvFVQG
04Upq,5rq1/p2k4/npp1p2Q/3pR3/3P4/3P2P1/PP3P1P/6K1 b - - 3 32,a6b4 e5g5 g8f7 g5g7 d7d6 g7f7,1666,aY3B6fff
04Utd,8/6p1/2p4p/3pNk2/5P1K/P4RP1/7P/5q2 b - - 1 44,g7g5 f4g5 f1f3 e5f3,1329,Wu4hCXUS
04Y8F,5k2/2Q1q1p1/1p3p2/8/3P1P2/4PK1r/8/2R5 w - - 1 45,f3g4 e7e3 c7c8 f8f7 c1c7 f7g6 c8e8 e3e8,2581,DwFlSRqY
04YbO,r1b2rk1/pp3p2/2np4/q1b1P2Q/5p2/2PB4/PP3PPP/R3K2R b KQ - 0 15,f7f5 h5g6 g8h8 g6h6,2411,uedimShQ
04bXA,1k2r2r/1pp3pp/p1n5/3Qp3/8/2q2PB1/P1P2P1P/1R3RK1 b - - 3 20,c3c2 f1c1 c2g6 d5c6 g6c6 c1c6,2357,kY5pwVa7
04bdj,r4rk1/1p3ppp/p2p4/4n3/4b3/P3BN2/1PP2PPP/R3K2R w KQ - 0 16,e1c1 e5f3 g2f3 e4f3,1572,wkXmpizS
04bku,r5k1/4pp1p/3p2p1/2pPn1N1/P3P3/2q1B1Q1/1rn2PPP/2RR2K1 b - - 9 26,a8a4 g3h3 h7h5 h3c8 g8g7 c8e8,2415,kshiyx7i
04c6u,4rr1k/6pp/Q7/1pp5/3p3q/P2P4/1PP1RPPP/R5K1 w - - 3 25,a1e1 h4f2 e2f2 e8e1 f2f1 e1f1,1517,QrIT4O9c
04dNC,r4k2/1p1b1pp1/p1n5/6N1/7P/1B6/PP3P2/4R1K1 b - - 0 24,f7f6 g5h7,908,RkrdMCzM
04eUN,5rk1/1b2bp1p/2q1p3/1p2P3/2pP1Np1/2P2PP1/2Q4P/R1B2RK1 w - - 2 22,f3g4 c6h1 g1f2 h1h2 f2e1 h2c2,1621,kLvjon8l
04hRG,2r3k1/2r2p2/p3pp1p/1p1p4/2n5/P1R4P/1P3KP1/1B1NR3 b - - 3 28,c4b2 c3g3 g8f8 d1b2,2043,Kr3UTOMC
04hcp,2r2rk1/4pp1p/p2q2p1/1p1NR3/3P4/P4Q1P/1n3PP1/R5K1 b - - 3 22,e7e6 d5f6 g8g7 f6h5,2073,8r8eveK6
04iGH,5rk1/rpp1qpp1/p1n1n2p/4P2b/P1B5/2P2N1P/1PQN1PP1/3RR1K1 w - - 5 18,d2e4 h5f3 g2f3 c6e5,2219,0jbdxSQt
04iXU,8/3b4/2p3kp/1pqpR3/p5PP/P7/4Q1K1/8 b - - 0 41,c5a3 e5e7 a3e7 e2e7,2421,mUvn9pOO
04igQ,8/2r2p1p/R7/p1r2p1R/2n1Bk2/2P2P2/P4PKP/8 b - - 7 32,f5e4 a6f6 c5f5 h5f5,1330,G0b3NLvV
04ilU,8/4k3/6pp/1P3p2/4p3/5bP1/5P1P/4K1N1 b - - 5 40,e7d7 g1f3 e4f3 e1d2 d7d6 d2e3,1508,vfJTpFit
04ktP,8/R7/2k1K3/3p4/P2P4/1rp5/8/8 w - - 0 57,a7a6 b3b6 a6a5 c6c7,2626,EVSP6Jde
04kzM,3r2k1/6pp/pq2pp2/8/Pp3n2/2N2P2/1QP4P/R4KR1 w - - 0 35,c3e4 b6e3 c2c4 b4c3 b2f2 e3d3,2672,ZFz03vea
04lSm,r1b1k2r/pp3p2/4pp1p/4n3/8/2Q2N2/1PPK1PPP/q2R1B1R b kq - 3 15,e5f3 d2e3 a1d1 f1b5 d1d7 b5d7,2783,nrhsesYr
04moI,8/4k1p1/p1p2p1p/1p1p1PP1/1P1P1K1P/2P5/P7/8 b - - 0 34,e7f7 f4g4 h6g5 h4g5 g7g6 f5g6 f7g6 g5f6 g6f6 g4f4,2469,XM8svHKR
04nzp,3r3r/1p3pkp/4p3/3bP3/1Q1N3b/1PP4P/PK3n2/6R1 b - - 1 37,g7h6 d4f5 e6f5 b4h4,1893,bhTkVzLm
04p5R,2r5/1k4q1/2pRp3/ppQ1Pp1p/8/2P1P3/PP3PrP/3R2K1 w - - 0 30,g1f1 g2g1 f1e2 g7g4 f2f3 g4g2 e2d3 g1d1,1323,9vFqJ15K
04rje,5k2/4q1p1/1r1p2Qp/1bpP4/4N3/5P1P/6P1/1R4K1 b - - 1 37,b5e8 g6f5 e7f7 f5f7 e8f7 b1b6,1536,Z0DHwm2t
04srM,4n3/5Qpk/4p2p/3b4/P7/1q5P/6P1/5R1K w - - 1 37,f7e8 b3h3 h1g1 h3g2,1254,xaB75wr4
04tot,8/2Q3k1/p3q1p1/3N3p/P3p3/4P1PP/3n2K1/8 b - - 1 36,e6f7 c7c3 g7g8 c3d2,1950,auWg13GF
04tyQ,3qk1nr/p2rbpp1/1p2p2p/2p1P2Q/2Pn4/1PN1B1PN/P4P1P/3R1RK1 w k - 6 18,c3b5 g7g6 h5g4 h6h5 g4e4 d4e2 g1g2 d7d1 f1d1 d8d1,1949,4yrQPds9
04vze,8/7p/4k3/6p1/1p1K2P1/1P6/5P2/8 b - - 1 36,h7h6 f2f3 h6h5 g4h5,2507,VTs435pL
04ydV,4r1k1/p4pbp/6p1/3Q4/1P2p3/3p3P/P1qN1PPB/4R1K1 w - - 1 25,d2e4 c2e2 e1e2 d3e2 e4g3 e2e1q,2718,t1VNf9XY
04zcK,6k1/5p2/4p1p1/2b1Q2p/2P2P2/1P5P/4R1P1/1q5K w - - 8 40,h1h2 c5g1 h2g3 b1d3,2309,egbrYig1
050MU,r3kb1r/ppp2p2/2p3p1/3PPq1p/2B5/2N1Q3/PPP2PPP/2KR4 w kq - 0 15,d5c6 f8h6 e3h6 h8h6,1265,SIA7DMyn
052IQ,5k2/4pp2/8/1P1P4/4P2n/6p1/4Nr2/3R1K2 w - - 2 47,f1e1 h4f3,1568,htWtd5OE
052Wm,2r1k3/pp3p2/1b1pp1p1/1N6/4P1pq/8/PP2QP2/3R1RK1 w - - 0 20,b5d6 e8f8 e2d3 c8c2 d3c2 h4g3,2734,PP1Pueix
052j3,1k1rr3/p4ppp/2qN4/P1B5/8/2P1Q3/P4PPP/RN4K1 w - - 5 25,d6e8 d8d1 e3e1 d1e1,898,AZJm0MY6
0557I,7B/1p1k1p1p/3pp3/4b2N/2P4q/1QP5/PP3PPn/R6K w - - 1 31,h8e5 h2f3 e5h2 h4h2,1169,wUJFFLCQ
056pg,r1k5/2pR3R/pbp1r2p/2N1p1pb/4P3/2P3PP/PP4P1/7K b - - 6 24,e6d6 h7h8 h5e8 h8e8,903,mpUYp6XN
056qd,1k5r/4bp1p/Q3p3/2N2p2/1q1r4/8/PP3PPP/R3R1K1 w - - 1 24,e1e3 b4c5 e3c3 h8d8 c3c5 d4d1 a1d1 d8d1 a6f1 d1f1 g1f1 e7c5,2673,H3wocQ3e
058Jw,4r1k1/q4pp1/b1pR3p/p4B2/2PnQ3/1PN4P/P4PP1/6K1 b - - 1 24,e8e4 d6d8 e4e8 d8e8,903,jXBrQwn5
059iX,3r1bk1/pp3ppp/2q5/3pP3/4nN2/1P3QP1/PB3P1P/4R1K1 w - - 1 23,f4d5 e4d2 d5e7 f8e7 f3c6 b7c6,1960,tI42BeZM
05BZd,8/3b1k1R/1p1q4/6R1/5pP1/7P/8/5K2 b - - 1 48,f7f6 h7h6 f6g5 h6d6,1322,s71sm4I1
05BlS,3r4/5p2/3N2p1/2PkP2p/1P6/2K5/8/8 b - - 5 51,d8d6 e5d6 d5e6 b4b5 h5h4 b5b6 h4h3 b6b7,1953,4nO2DzcB
05C84,8/6pp/8/2p5/2Pkp1PP/1P1r4/4KP2/1R6 w - - 0 43,b1d1 d3d1 e2d1 d4c3 d1e2 c3b3,1603,lHZyDXSA
05Cbv,rn2k2r/pp2q1pp/2p5/5QB1/4n3/2P2p2/P1PK1PPP/3R1B1R w kq - 2 14,d2c1 e7a3 c1b1 e4c3 b1a1 a3a2,1345,aXiCyuqE
05DRo,r4Qkr/pp3ppp/5nN1/3pb3/8/8/PP3PPP/4R1K1 b - - 6 27,a8f8 g6e7,939,DGd0yID3
05EGQ,7k/pQ4r1/1p1r4/2p1qPbp/2Pp4/PN1Bp2P/1P2R3/5R1K w - - 4 34,b7e4 e5e4 d3e4 d4d3 e4d3 d6d3,1568,KXHDa90T
05Ewv,3r4/b1p2r1k/p6p/1p2Bp2/1P1p1P2/P2B4/2P2P1P/6RK b - - 3 30,c7c6 d3f5 f7f5 g1g7 h7h8 g7d7 h8g8 d7d8,2027,Qget8TiU
05GCF,8/3r1kp1/2P1np2/6p1/p1KNP3/5P1P/3R2P1/8 b - - 0 42,d7d4 d2d4 e6d4 c6c7,2047,Syg9zDwG
05IFX,8/p4p2/2p3p1/1PPb2P1/P4PkP/4K3/8/8 b - - 0 46,g4h4 e3d4 d5e6 b5b6 a7b6 c5b6,2479,4WlfFLlX
05K68,5rk1/1p4pp/p3p1q1/3p4/1Pr2Pn1/P3P1K1/1B2N1P1/2RQ1R2 w - - 1 22,g3f3 g6e4 f3g3 g4e3,2374,cavx3b10
05K8U,r2k4/pp5q/8/2P3p1/1P4b1/2PK2Q1/P1B1r2P/R1B4R w - - 9 29,d3c4 g4e6 c4d4 h7c2 g3d3 d8e8,2789,5fWU9DML
05Njy,3r4/k5p1/Bp5p/2q5/1b3Q2/5P1P/P2pN3/1K1R4 w - - 4 32,a6b5 c5b5 f4c7 a7a6 c7d8 b4e7,1878,twIceIpN
05PrB,8/4k3/2pb1p2/5P2/p1P1K3/2P5/P2B4/8 w - - 4 49,d2f4 d6f4 e4f4 e7d6 f4e4 d6c5 e4d3 a4a3,1561,IkFTl3Ej
05Q61,5rk1/R1Q2pp1/p3p2p/1p6/r3P3/2PR1P2/PKP3qP/8 w - - 0 26,c7e7 a4a2 b2a2 g2c2,1127,cNeN1U17
05QU0,r2q1bkr/1ppnp1pp/1n6/pPpN4/8/5Q2/1P1P1PPP/R1B1K1NR b KQ - 4 12,b6d5 f3d5 e7e6 d5e6,895,y5nVbd4d
